Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
437,https://www.zomato.com/bangalore/dragons-kitchen-jayanagar-bangalore/order,Dragon's Kitchen,3.8,250,Chinese, Sichuan,,,,,,,https://www.zomato.com/bangalore/dragons-kitchen-jayanagar-bangalore/order,Jayanagar,12.93017206,77.58167937,"Recommended (28), Combo (18), Veg Starters (9)", Chicken Fried Rice + Chicken Manchurian Gravy, Veg Noodles + Veg Manchurian, Garlic Chicken, Chicken Fried Rice, Chicken Noodles+Chilli Chicken Gravy, Chicken Fried Rice + Dragons Chicken, Chicken Manchurian, Veg Manchurian Noodles, Chicken Fried Rice + Chily Chicken Gravy, Veg Manchurian Fried Rice, Veg Noodles, Schezwan Chicken Fried Rice, Schez Veg Manchurian Noodles, Hawkers Spicy Chicken Fried Rice, Dragons Chicken, Chicken 65, Chicken Fried Rice + Ginger Chicken Gravy Rice, Chicken Noodles+ Dragon Chicken, Veg Fried Rice + Gobi Manchurian, Egg Fried Rice,269,219,279,229,269,269,279,209,269,219,189,239,229,229,279,279,269,269,219,199,245.5,311
439,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,Al Zara Mandi Arabian Restaurant,4,250,Arabian, North Indian, Mughlai,,,,,,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,Frazer Town,13.00073984,77.61436176,"Recommended (35), Hyderabadi Mandi (28), Starters (13)", Mutton Mandi 2 Piece, Grilled Chicken mandi 2 pieces, Haleem Small, 350 ml, Mutton Special Mandi Serves 4 5 Pieces, Chicken Mandi 2 Pieces, Faham Mandi 2 Pieces, Grilled Chicken Mandi 1 Pieces, Haleem Large, 1200ml, Haleem Medium, 750 ml, Faham Mandi 1 Piece, Chicken Mandi 1 Piece, Al Faham, Mutton Mandi 3 Pieces, Grill chicken, Fish Special Mandi Serves 3 2 Pieces, Faham Mandi 3 Pieces, Serves 3,564,555,270,1310,540,564,385,790,530,396,372,265,852,265,995,948,900,399,265,385,577.5,"1,887"
449,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,Mallu Family Restaurant,3.7,350,Arabian, Biryani, Chinese, South Indian, Beverages, Shake,,,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,BTM,12.92391817,77.61085778,"Recommended (35), Combos (9), Arabian Special (7)", Thalassery Chicken Biryani, Chicken Curry, Ghee Rice with Chicken Curry, Egg Curry, Chicken Kabsa, Chicken Masala, Parotta, Ghee Rice, Ghee Rice with Dal Curry and Chicken Kabab, Chicken Mandi Rice, Al Faham Combo, Chicken Fried Rice, Egg Biryani, Chicken Hyderabadi Biryani, Idiyappam, Paneer Manchurian, Paneer Chilli, Green Peas Curry, Kadala Curry, Egg Manchurian,104.3,76.3,125.3,45.5,153.3,76.3,14,52.5,125.3,181.3,167.3,83.3,104.3,139.3,14,69.3,69.3,49,49,69,88.41,"9,594"
451,https://www.zomato.com/bangalore/vinnys-banashankari/order,Vinny's,4,350,Cafe, Italian, Continental, Pizza, Beverages, Desserts,,,https://www.zomato.com/bangalore/vinnys-banashankari/order,Banashankari,12.92437468,77.56477509, Shawarma Rolls (6) Box Shawarma (5),Regular Chicken Shawarma Box, Mexican Chicken Shawarma Box, Cheesy Jalapeno Chicken Shawarma Box, Cheesy Jalapeno Chicken Shawarma, Sweet Chilli Chicken Shawarma Box, Mexican Special Shawarma Box, Bbq Fusion Shawarma Box, BBQ Fusion Chicken Shawarma, Regular Chicken Shawarma, Shawarma Roll With Pulpy Grape Juice, Fried Chicken Snacker, Shawarma Roll With Masala Lemonade, Mexican Fusion Chicken Shawarma, Chicken Quesadilla, Shawarma Rolls, BBQ Fusion Chicken Shawarma, Cheesy Jalapeno Chicken Shawarma, Mexican Fusion Chicken Shawarma, Mexican Chicken Shawarma (Go Despacito), Regular Chicken Shawarma,199,209,219,159,209,259,219,159,139,199,179,169,159,249,159,159,159,149,139,149,182,367
457,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,Lakeview Milkbar,3.9,150,Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake,,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,MG Road,12.97589312,77.6037962,"Recommended (30), Christmas Specials (8), Ice Creams (12)", Black Forest Special, Dutch Chocolate Special, German Black Forest Special, Fudge Brownie Bubble Waffle, Cocktail Ice Cream, Hot Chocolate Fudge Jumbo, Ice Cream Special 1 Bowl, New York Cheesecake Pastry, Fudge Brownie Sundae, Tutti Frutti, Hot Chocolate Fudge Big, Butterscotch Cake Special, Cookies & Cream Bubble Waffle, Jokerman Ice Cream, Chilli Cheese Toast, Raspberry Ice Cream 500 ml, Honeymoon Ice Cream Special, Pineapple Cake Special, Fudge Brownie Thick Shake, Roasted Lamb Sandwich,265,285,285,275,285,255,335,280,275,240,230,285,265,255,205,350,310,285,245,240,272.5,977
459,https://www.zomato.com/bangalore/udupi-ahara-rajajinagar-bangalore/order,Udupi Ahara,4,150,South Indian, North Indian, Chinese,,,,,,https://www.zomato.com/bangalore/udupi-ahara-rajajinagar-bangalore/order,Rajajinagar,13.00855526,77.54341867,"Recommended (34), Special Combos (7), Starters (17)", Veg Biryani, Paneer Biryani, Roti Curry, Paneer Butter Masala, North Combo 4, Veg Fried Rice, Mushroom Pepper Dry, Paneer Kadai, Paneer Manchurian Dry, Paneer Tikka 8 Pieces , Veg Noodles, Baby Corn Manchurian Dry, Paneer 65 Dry, Veg Fried Rice Half with Veg Noodles Half, Paneer Tikka Masala, Dal Khichdi, Gobi Manchurian Dry, Mushroom Butter Masala, 2 Paratha with Gobi Semi Dry Half, Jeera Rice with Dal Fry,155,180,95,200,250,120,165,210,180,220,120,120,185,210,210,130,110,190,140,165,167.75,"1,363"
461,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,Karama Restaurant,4,150,Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts,,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,Frazer Town,13,77.62,"Recommended (30), Big Chow Combos (5), Soups (14)",[ Do Not Share Combo For 1 Chicken, Veg Hakka Noodles, Chicken Hakka Noodles, Chicken Fried Rice, Chicken Burnt Garlic Rice, Veg Fried Rice, Chicken Pan Fried Noodles, Drums Of Heaven, Chicken Malysian Flat Noodles, Dragon Chicken, Veg Malysian Flat Noodles, Chilli Chicken Dry, Mix Big Chow Special Rice, Vegetable Fried Manchurian, Vegetable Spring Rolls, Mix Schezwan Fried Rice, Veg Manchurian, Chicken American Chop Suey, Salt & Pepper Chicken, Chicken Lung Fung Soup,275,189,209,199,199,179,209,299,209,299,189,299,229,209,209,229,229,209,299,149,225.8,"15,400"
466,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,Cheesecake & Co.,4.5,150,Bakery, Desserts,,,,,,,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,Koramangala,12.941437,77.620728, Combos Thali and Meal (10),Mutton Biryani, Chicken Kabab, Chicken Biryani, Ghee Rice, Masala Rice, Schezwan Chicken Fried Rice, Chicken Manchurian, Egg Noodles, Mutton Keema, Veg Jumbo Thali, Mutton Chops, Mutton Korma, Paneer Roll, Tandoori Kabab, Baby Corn Chilli 65, Shahi Veg Masala, Egg Masala, Egg Fried Rice, Double Omelette, Chicken Manchow Soup,235,130,195,85,95,170,180,155,130,250,220,220,95,175,155,145,70,130,40,100,148.75,498
468,https://www.zomato.com/bangalore/gowdara-hatti-malleshwaram/order,Gowdara Hatti,4.1,100,South Indian, Biryani,,,,,,,https://www.zomato.com/bangalore/gowdara-hatti-malleshwaram/order,Malleshwaram,13.00913902,77.56303936, Soups (8) North Meals (15),Masala Dosa, South pulav, South India Meal, Paneer Butter Masala, Poori, North Indian Meal, Veg Biryani, Idli Vada, Veg Pulav, Carrot Halwa, Set Dosa, Vada, Idli, Curd Rice, Bisi Bele Bath, Gobi Manchurian, Veg Fried Rice, Paneer Shahi Korma, Butter Masala Dosa, Ghee Roast Masala Dosa,65,55,90,175,65,120,120,70,140,50,65,40,45,60,60,120,115,175,95,100,91.25,913
469,https://www.zomato.com/bangalore/green-onion-residency-road/order,Green Onion,4.2,100,Chinese, Seafood, Sichuan,,,,,,https://www.zomato.com/bangalore/green-onion-residency-road/order,Residency Road,12.9734091,77.6092974,"Recommended (30), Appetizers (44), Soups (23)", Chicken Lollypop, Veg Chilli Garlic Noodles, Chicken Noodles, Veg Ball Manchurian Gravy, Chicken Schezwan Fried Rice, Veg Schezwan Fried Rice, Chicken Chilli, Paneer Manchurian, Chicken Drumstick, Mixed Fried Rice, Butter Garlic Prawn, Chicken Butter Garlic Fried Rice, Veg Fried Rice, Lemon Basil Chicken, Chicken Chilli Garlic Noodles, Mushroom Pepper, Crispy Honey Chilli Chicken, Chicken Manchow Soup, Chicken Manchurian Gravy, Egg Fried Rice,210,170,180,190,175,165,200,185,210,180,285,175,160,210,180,180,210,150,210,170,189.75,"1,887"
472,https://www.zomato.com/bangalore/oh-my-shawarma-koramangala-6th-block-bangalore/order,Oh My Shawarma,4,100,Lebanese,,,,,,,,https://www.zomato.com/bangalore/oh-my-shawarma-koramangala-6th-block-bangalore/order,Koramangala,12.93648102,77.62508757, Thali (17) Combos (42),Kadai Paneer Thali, Bhindi Thali, Matar Paneer Thali, Paneer Thali, Chole Thali, Chole Puri [4 Puri], Paneer Bhurji Thali, Kadhai Paneer with 5 Butter Roti Combo, Kadhi Paneer with 3 Plain Paratha, Paneer Butter Masala with 5 Butter Roti Combo, Paneer Butter Masala with 3 Plain Paratha, Bhindi Masala Thali, Aloo Palak Thali, Palak Paneer with 5 Butter Roti Combo, Chole Chawal, Bhindi Masala with 5 Butter Roti Combo, Palak Paneer with 3 Butter Fulka, Kadhi Paneer with 3 Butter Phulka, Paneer Butter Masala with 3 Butter Fulka, Paneer Pakora,160,145,160,160,145,110,170,115,125,115,125,145,145,115,110,105,100,99.5,90,175,130.73,"1,045"
478,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,Royal Treat,4.2,100,North Indian, Chinese, Biryani,,,,,,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,Koramangala,12.93,77.62,"Recommended (35), Rice and Biryani (10), Starters (20)",[ Chicken Biryani, Butter Chicken, Tandoori Chicken, Paneer Butter Masala, Murgh Lababdar, Mutton Biryani, Chicken Kebab Fry, Kadai Chicken, Rumali Roti, Butter Naan, Palak Paneer, Ghee Rice, Chicken In Choice Of Sauce, Paneer Lababdar, Kadai Paneer, Mutton Chops, Crumb Fried Fish, Chicken Hyderabadi, Veg Noodles, Veg Fried Rice,165,130,200,125,135,305,100,130,25,40,125,95,205,130,130,130,115,130,125,125,133.25,"5,858"
480,https://www.zomato.com/bangalore/vfc-food-palace-rt-nagar-bangalore/order,VFC Food Palace,4.2,150,North Indian, Chinese, Lebanese, Biryani, Fast Food, Sichuan,,,https://www.zomato.com/bangalore/vfc-food-palace-rt-nagar-bangalore/order,RT Nagar,13.03,77.61,"Recommended (30), Starters (35), Main Course (36)",[ Al Faham Chicken, Grilled Chicken, Barbeque Chicken, Chicken Kebab [Half, 5 Pieces], Paneer Butter Masala, Chicken Dum Biryani, Chicken Rumali Shawarma, Biryani Rice, Pepper Alfaham, Butter Chicken Masala, Gobi Manchurian, Jumbo Chicken Shawarma, Veg Fried Rice, Chicken Chettinadu, Chicken Tandoori, Chicken Hyderabadi, Chicken Kadai, Paneer Chilli, Veg Noodles,200,180,190,130,150,170,80,100,220,210,100,120,100,230,210,210,210,140,100,25,153.75,581
481,https://www.zomato.com/bangalore/malleshwaram-dosa-corner-malleshwaram-bangalore/order,Malleshwaram Dosa Corner,4.4,150,South Indian,,,,,,,,https://www.zomato.com/bangalore/malleshwaram-dosa-corner-malleshwaram-bangalore/order,Malleshwaram,13.00713293,77.57103268, Soups (4) Starters (23),Chicken Sukka, Sheer Fish [Anjal], Kori Rotti, Chicken Pulimunchi, Neer Dosa, Squid [Bondas], Chicken Masala Fry, Chicken Biryani, Chicken Curry, Chicken Kabab, Silver Fish [Bolenjir], Saridon [Buthai, Mathi, 2 Pieces], Chilli Chicken, Chicken Pepper Dry, Marwai [Shell], Chicken Fried Rice, Plain Rice, Prawns [Yetti],140,250,90,140,60,210,130,130,150,120,150,110,120,120,160,95,40,220,95,95,131.25,"2,270"
482,https://www.zomato.com/bangalore/temperature-juice-bar-btm-bangalore/order,Temperature Juice Bar,4,150,Beverages, Healthy Food, Shake, Street Food,,,,,https://www.zomato.com/bangalore/temperature-juice-bar-btm-bangalore/order,BTM,12.91,77.61,"Recommended (31), Combos (15), Meals (2)",[ Vada, Paneer Chily, Paneer Butter Masala, South Indian Meals [Lunch Only], Set Dosa, Veg Pulav, Gobhi Machurian, Rava Dosa, Masala Dosa, Kadai Paneer, Handi Biryani, 2 Idly, Rava Idli, Rava Idly, Butter Naan, Veg Malai Koftha, Mutter Paneer, Mughlai Biryani, Srinidhi Special Noodles, Mix Vegetable Curry,55,150,165,105,70,135,130,85,65,170,165,55,55,65,65,160,155,150,145,140,114.25,"3,674"
483,https://www.zomato.com/bangalore/malabar-bay-btm/order,Malabar Bay,3.5,150,Kerala, Seafood, North Indian, Biryani, Chinese, Beverages, Shake, Desserts,https://www.zomato.com/bangalore/malabar-bay-btm/order,BTM,12.94,77.61,"Recommended (38), Traditional Kerala Snacks (7), Kappa (5)",[ Appam Egg Roast, Appam, Kallappam, Chicken Varutharacha Curry, Kanji Payarum Chammanthi, Appam Chicken Stew, Chicken Biryani, Idiappam Chicken Stew, Chorum Kozhi Curriyum, Ela Ada (1 pcs), Puttu Chicken(Kozhi) Curry, Ayala (Mackarel) Fry, Idiyappam Veg Stew, Puttu Kadala curry, Neychorum Kozhi Curryum, Idiappam Egg Curry, Puttu Set, Porotta Chicken Pothiyila, Puttu Egg Roast, Chukku Kappee,110,20,20,120,69,140,210,140,140,40,180,180,90,139,229,110,69,260,140,65,123.55,"9,327"
486,https://www.zomato.com/bangalore/samovar-kammanahalli/order,Samovar,4,150,Kerala, South Indian, Chinese,,,,,,https://www.zomato.com/bangalore/samovar-kammanahalli/order,Kammanahalli,13.02,77.64,"Recommended (14), Rice Combos (5), Veg (5)",[ Full Meals [Serves 2], Nonveg Meal [Serves 1], Chicken Fry, Chicken Liver Fry, Sambar, Chicken Roast, Tomato Dal, White Rice, Plate Meal [Serves 1], Biyyam Vadiyalu, Pulihora [Tamarind Rice], Gavalu 250 gm, Karapusa, Majjiga Charu, Rice Combos, Plate Meal [Serves 1], Full Meals [Serves 2], Nonveg Meal [Serves 1], White Rice, Pulihora [Tamarind Rice],210,160,195,140,50,195,50,55,130,40,70,150,150,50,130,210,160,55,70,50,116,"4,392"
487,https://www.zomato.com/bangalore/parkview-jp-nagar/order,Parkview,4.1,150,South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts,,https://www.zomato.com/bangalore/parkview-jp-nagar/order,JP Nagar,12.91,77.6,"Recommended (30), Combo (4), Meals (4)",[ Paneer Butter Masala, Roti Curry [2 Pieces], Veg Biriyani, Paneer Biriyani, Paneer Manchurian, Idli [3 Piece], North Indian Meals, Veg Fried Rice, Paneer Tikka Masala, Veg Noodles, Masala Dosa, Veg. Schezwan Fried Rice Combo, Idly [2 Piece], Baby Corn Manchurian, Pav Bhaji, Butter Naan, Basmathi Rice, Jeera Rice, Paneer Fried Rice, Mushroom Manchurian,180,90,150,175,180,70,170,140,200,130,80,210,50,140,100,45,90,130,170,170,133.5,"6,114"
492,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,Sheesh Kebab,3.9,250,Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts,,,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,Frazer Town,13,77.62,"Recommended (31), Kebab (43), Rice and Biryani (23)",[ Mutton Seekh Kebab, Kutchi Memon Mutton Biryani, Kebab E Koobideh Mutton, Tandoori Murgh Kebab, Joojeh Irani Chicken Kebab, Chelo Rice with Mutton Koobideh Kebab, Mutton Mandi, Murgh Gilafi Seekh Kebab, Chicken Biryani Combo, Kebab E Sultani, Indian Non Veg Platter, Achari Murgh Tikka Kebab, Mutton Seekh Roll, Chicken Dum Biryani, Irani Platter, Butter Chicken Roll, Mutton Akbari Seekh Kebab, Gulab Jamun, Kadai Mutton Masala, Bhuna Gosht,355,370,415,264,299,430,1700,275,215,420,1199,297,198,295,1150,176,345,77,350,345,458.75,"2,018"
499,https://www.zomato.com/bangalore/ande-ka-funda-1-jp-nagar-bangalore/order,Ande Ka Funda,4.3,250,North Indian, Rolls,,,,,,,https://www.zomato.com/bangalore/ande-ka-funda-1-jp-nagar-bangalore/order,JP Nagar,12.91156808,77.57846475,"Todays Exclusive Dishes (3)"""" Recommended (28) Combos (14)""""","Todays Exclusive Dishes""""""""", Chicken Noodles, Gobi Manchurian Gravy, Parotta Gobi Combo, Al Faham Chicken, Chicken Biryani, Chicken Masala, Chicken Fried Rice, Tandoori Chicken, Boneless Chicken Tikka, Chicken Noodles, Paneer Butter Masala, Gobi Manchurian Gravy, Chicken Manchow Soup, Egg Fried Rice, Tomato Rice, Gobi Manchurian Dry, Veg Fried Rice, Gobi Chilli Dry, Steamed Rice,160,145,130,155,125,170,160,155,235,160,150,145,145,140,140,130,130,130,110,105,146,764
504,https://www.zomato.com/bangalore/thottathil-food-house-btm-bangalore/order,Thottathil Food House,3.7,100,Kerala, South Indian, Biryani, Shake, Juices, Beverages,,,https://www.zomato.com/bangalore/thottathil-food-house-btm-bangalore/order,BTM,12.93,77.62,"Recommended (34), Breakfast Combos (1), Combos (8)",[ Dum Beef Biryani Combo, Beef Dum Biryani, Beef Veal Kabab Dry Boneless, Masala Khushka, Chilli Beef Fry Boneless, Roasted Beef Semi Boneless, Boneless Chicken Kabab, Chicken Pepper Dry, Beef 65 Dry Boneless, Beef Keema Semi Boneless, Chilli Chicken Gravy, Beef Masala Gravy, Chilly Fish Semi-Dry (Boneless), Garlic Chicken Gravy, Beef Roll, Chicken Noodles, Mushroom Manchurian, Beef Fry Semi Boneless, Kerala Porota, Egg Fried Rice,129.5,129.5,124.5,65,124.5,124.5,180,129.5,124.5,124.5,99.5,124.5,199.5,99.5,99.5,99.5,99.5,124.5,20,100,116.08,"9,834"
508,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,No.10 Fort Cochin,3.9,100,Kerala, Seafood, Biryani, Chinese, Beverages, Desserts,,,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,St. Marks Road,12.97,77.6,"Recommended (34), Fort Cochin Special (6), Main Course (37)",[ Egg Roast, Appam, Chicken Stew, Chicken Tawa Fry, Malabar Chicken Biriyani, Kozhi Varattiyathu, Chicken Kizhi Parotta, Mutton Varutharachathu, Prawns Kizhi Parotta, Chicken Kothu Parotta, Netholi Mulakittathu, Chicken Varutharachathu, Ayala Mango Chatty Curry, Kadala Curry, Nadan Moru Curry, Mathi Mulakittathu, Neymeen Malabar Fish Curry, Nadan Kozhi Curry, Mix Veg Curry, Nadan Crab Masala,190,25,300,280,290,265,245,375,290,240,280,275,345,165,165,260,550,270,175,475,273,"2,614"
509,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,Tasty Restaurant,3.7,100,Arabian, North Indian, Chinese, Biryani, Mughlai, Beverages, South Indian, Sichuan,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,BTM,12.92274534,77.6143812,"Recommended (35), Arabian Dry (9), Breads (30)", Grilled Chicken, Tandoori Chicken, Al Faham, Thalassery Chicken Dum Biriyani, Chicken Kothu Parotta, Shawarma On Plate, Romali Chicken Shawarma, Chicken Shawarama, Kandari Al Faham, Butter Chicken Sweet, Kalami Kebab, Chicken Fried Rice, Chicken Masala, Hydrabadi Chicken Dum Biriyani, Paneer Tikka Masala, Schezwan Chicken Fried Rice, Chicken Tikka, Barbeque Chicken, Gobi Manchurian, Kerala Parotta,221,221,120,195,156,130,104,91,130,143,91,195,130,221,208,195,247,120,117,20,152.75,472
515,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,Savitha Family Restaurant,3.8,100,North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan,,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,Koramangala,12.93554646,77.62855668,"Recommended (30), Combos and Thalis (15), Soups (7)", Tandoori Chicken, Grill chicken, Chicken Tikka Masala, Butter Milk, Non Veg Thali, Butter Chicken, Chicken Tikka, Chicken Lollipop, Chicken Dum Biryani, Rumali Roti (2 Pc), Veg Thali, Crispy Chicken, Kadhai Mushroom, Chicken Kebab, Kadhai Chicken, Kalmi Kebab, Chicken Biryani Combo (Serves 2), Egg Fried Rice, Gobi Manchurian, Chicken Chettinadi,259,229,229,69,229,229,199,199,239,49,189,209,149,149,209,149,499,159,129,219,199.5,"20,900"
518,https://www.zomato.com/bangalore/chef-master-jayanagar-bangalore/order,Chef Master,3.9,100,Biryani, Seafood, Kerala, North Indian, South Indian, Chinese, Beverages,,https://www.zomato.com/bangalore/chef-master-jayanagar-bangalore/order,Jayanagar,12.92,77.6,"Recommended (30), Biriyani And Rice (2), Rotis (2)",[ Mandi Chicken Biriyani, Mutton Haleem, Mandi Mutton Biriyani, Non Veg Platter, Ghost Nihari ( Nalli Nihari ), Mandi Biriyani Rice, Dabba Gosht, Karachi Naan, Tawa Mutton, Murgh Malai (chicken), Alfaham Dajaj, Barbeque Mixed Combo, Rogan Josh, Tawa Murgh, Chicken Haleem, Hummus, Karachi Murgh Curry, Chicken Salt, Fiery Chilly Brain Tawa Fry, Mohlaya,299,180,449,599,239,198,377,58,461,272,261,439,377,272,140,163,282,552.38,165,143,296.31,"4,192"
525,https://www.zomato.com/bangalore/simpli-namdharis-1-brigade-road-bangalore/order,Simpli Namdhari's,3.2,100,Asian, Fast Food, Chinese, North Indian, Beverages, Salad,,,https://www.zomato.com/bangalore/simpli-namdharis-1-brigade-road-bangalore/order,Brigade Road,12.97032532,77.60995217, Schezwan (9) Rolls (5),Egg Fried Rice And Chilli Chicken Combo, Chicken Fried Rice With Chicken Noodles, Kadhai Chicken Gravy, Gobi Manchurian, Paneer Paratha, Chicken Kebab [250 Grams], Chicken Roll, Gulab Jamun [2 Pieces], Chicken Kabab [100 Grams], Pepsi [250 Ml], Schezwan, Chicken Schezwan Noodles, Chicken Schezwan Fried Rice, Chicken Schezwan Hakka Noodles, Egg Schezwan Fried Rice, Egg Schezwan Hakka Noodles, Egg Schezwan Noodles, Veg Schezwan Fried Rice, Veg Schezwan Hakka Noodles, Veg Schezwan Noodles,198,198,179.1,63,89.1,162,99,44.1,80.1,36,89.1,89.1,99,80.1,89.1,80.1,80.1,80.1,80.1,99,100.71,60
527,https://www.zomato.com/bangalore/step-right-up-vasanth-nagar/order,Step Right Up,3.5,100,Street Food, Fast Food, Chinese, Beverages, Burger, Pizza, Pasta, Sandwich,https://www.zomato.com/bangalore/step-right-up-vasanth-nagar/order,Vasanth Nagar,12.99271967,77.59169474, Meals & Biryani (6) Emirates Special Combo (14),Chicken Dum Biryani, Grill Chicken, Biryani Combo, Tandoori Chicken, Chicken Royal Alfam, Baby Corn Pepper Dry, Egg Chilli, Butter Naan, Kerala Paratha, Meals & Biryani, Biryani Rice, Chicken Dum Biryani, Curd Rice, Egg Biryani, Ghee Rice, Mutton Biryani, Emirates Special Combo, Biryani Combo, Boneless Chicken 65 Biryani Combo, Boneless Chilli Chicken Biryani Combo,181.71,204.42,261.21,227.14,209.66,104.83,94.35,26.21,13.1,113.57,181.71,73.38,136.28,102.21,295.28,261.21,261.21,261.21,327.6,284,181.01,530
534,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,Sai Cafe Veg,3.9,100,Street Food, South Indian, Chinese, Beverages, Sichuan,,,,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,Malleshwaram,13.00097995,77.57220112,"Recommended (33), South Indian Breakfast (16), Starters (24)", Gobi Manchurian, Veg Tawa Pulav, Akki Roti, Paneer Manchurian, Veg Noodles, Veg Fried Rice, Paratha Curry, Paneer Noodles, Paneer Chilli, Set Dosa, Masala Dosa, Paneer Pepper Dry, Rava Idli, Idli 2 Pieces, Mushroom Manchurian, Ghee Podi Masala Dosa, Veg Schezwan Noodles, Curd Rice, Single Vada, Rice Bath,130,150,70,170,125,130,65,160,185,70,70,185,50,35,150,100,140,55,30,55,106.25,855
536,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-basavanagudi-bangalore/order,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,4.2,100,South Indian, Mithai,,,,,,,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-basavanagudi-bangalore/order,Basavanagudi,12.94,77.57,"Recommended (21), Combos and Meals (10), Main Course (3)",[ Jolada Roti Combo, 2 Jolada Roti with Palya, Jolada Roti half meal cambo, Kalu Palya [250 grams], Chapati Palya Half Meal Combo, Badanekayi Ennegayi [250 grams], Puliyogare 500 ml + Raitha, 2 Chapati with Palya, Chapati Combo, 1 Jolada Roti, 10 Kadak Jola Roti, Menthe Chapati Combo, Rice bath [500 ml], Tarakari Palya [250 grams], Lemon Rice, Rice Sambar, Shenga Chutney Pudi [200 grams], 1 Chapati, Putani Chutney Pudi [200 grams], Curd Rice,150,70,130,80,130,80,80,70,150,14,120,150,80,80,80,70,90,14,90,80,90.4,"1,536"
538,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,Odia Khaiba,3.7,100,Odia, North Indian, Chinese, Seafood, Sichuan,,,,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,Old Airport Road,12.96,77.65,"Recommended (30), Office Meal Box (3), Today Specials (1)",[ Dahi Vada, Roti with Veg Tadka, Veg Meal, Chicken Kassa, Chicken Meal, Chicken Pakoda, Prawns Meal, Macha Besara, Rohu Fish Meal, Egg Tadka, Egg Tadka Dhaba Style, Mushroom Chilli, Mushroom Do Pyaza, Egg Chops, Rohu Special Fry, Chana Masala, Soya Bean Aloo Kassa, Plain Rice, Mushroom Kadai, Katla Special Fry,40,120,80,140,139,119,199,120,119,95,120,129,140,40,69,80,90,45,135,89,105.4,"1,236"
542,https://www.zomato.com/bangalore/the-fritter-company-btm-bangalore/order,The Fritter Company,4.2,250,Burger, Fast Food, Street Food, Beverages,,,,,https://www.zomato.com/bangalore/the-fritter-company-btm-bangalore/order,BTM,12.90903538,77.60651696, Starters (20) Main Course (3),Chicken Biryani, Biryani Rice, Egg Bhurji, Chicken Masala, Chilli Chicken, Chicken Kabab, Chicken Dry Fry, Boti Fry and Dry, Egg Biryani, Head Mutton Dry, Keema, Lemon Chicken Fry, Kheema Fry, Head Mutton, Kheema Dry, Pudina Chicken Dry, Garlic Chicken Dry, Head Fry, Starters, Egg Kheema Dry,159.2,96,96,152,159.2,159.2,159.2,176,104,200,192,136,196,192,196,152,152,196,200,96,158.44,110
