Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
148,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-koramangala-6th-block-bangalore/order,The Dessert Heaven - Pure Veg,4.3,200,Desserts, Bakery,,,,,,,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-koramangala-6th-block-bangalore/order,Koramangala,12.9350354,77.6132996,"  Recommended (25), Occasional Photo Cakes (15), Sports Theme Photo Cakes (5)  ", Rich Layered Chocolate Truffle Cake, Pack Of Any Four Cupcakes, Butterscotch Cake, Classic Black Forest Cake, Pinata Fantasy Heart Shape Dome Cake, No Pain No Gain Photo Cake, Happy Birthday Dear Photo Cake, Rasmalai Cake, Nutella Cheesecake Slice, Ferrero Rocher Cake, Regal Red Velvet Cake, Lotus Biscoff Cheesecake Slice, French Blueberry Cheesecake Slice, Pack Of Any Two Cupcakes, Choco Truffle Pastry, Choco Lava + Choco Truffle Brownie, Red Velvet Pastry, Pineapple Pastry, Choco Lava Cake, Dark Chocolate Cupcake,219,419,409,789,629,629,489,239,469,439,279,239,119,109,169,109,99,85,59,259,312.8,"2,352"
151,https://www.zomato.com/bangalore/e2p-italian-pizza-burger-basaveshwara-nagar-bangalore/order,E2P Italian Pizza & Burger,3.7,200,Pizza, Fast Food, Pasta, Sandwich, Burger, Desserts, Beverages,,https://www.zomato.com/bangalore/e2p-italian-pizza-burger-basaveshwara-nagar-bangalore/order,Basaveshwara Nagar,12.98673262,77.53997837, Combos (7) Eggless Cakes (14),Black Forest 1 KG + (1/2 Kg Free), Choco Truffle Blast - Buy 1Kg Get 1Kg Free, Triple Blast - Buy 1Kg Get 1Kg Free, Eggless ButterScotch 1 KG + (1/2 Kg Free), Eggless Choco Truffle 1 KG + (1/2 Kg Free), Black Forest 1/2 KG, Eggless Black Forest 1 KG + (1/2 Kg Free), Pastry 4 + 2 Free ( Pack of 6), Eggless Black Forest 1/2 KG, Eggless Milky Blast 1 KG + (1 Kg Free), Red Velvet 1/2 KG, Milky Blast - Buy 1Kg Get 1Kg Free, Red Velvet 1 KG + (1/2 Kg Free), Choco Almond 1 KG + (1/2 Kg Free), Milky Blast Pastry, White Forest 1/2 KG, Mango 1 KG + (1/2 Kg Free), Choco Truffle 1/2 KG, Eggless Pineapple 1/2 KG, Pineapple 1/2 KG,690,1190,1190,1040,1040,439,790,485,479,1290,621,1190,1190,1190,89,564,817,585,567,490,796.8,"3,741"
152,https://www.zomato.com/bangalore/cake-n-chef-bannerghatta-road-bangalore/order,Cake N Chef,4,200,Bakery, Desserts,,,,,,,https://www.zomato.com/bangalore/cake-n-chef-bannerghatta-road-bangalore/order,Bannerghatta Road,12.89775,77.59627, Sandwiches (24) Combos (5),Chocolate Sandwich, Special Veg Toast Sandwich, American Sweet Corn Sandwich, Hari Special Sandwich, American Corn Pizza, Special American Corn Toast Sandwich, Cheese Chilli Sandwich, Cheese Sandwich, Paneer tawa pulao, Cheese tawa pulao, Aloo Cheese Chilli Sandwich, Jain pav bhaji, French Fries, Cheese Corn Dahi Toast Sandwich, Masala Puri, Gulkand Toast Sandwich, Twister Moyas, Maggie, Paneer Hot Dog, Dhai Congress,55,53,53,53,129,60,48,53,130,130,55,105,79,60,53,41,89,70,89,53,72.9,"17,100"
153,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-koramangala-6th-block-bangalore/order,99 Variety Dosa & Pav Bhaji,3.8,200,South Indian, Maharashtrian,,,,,,,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-koramangala-6th-block-bangalore/order,Rajajinagar,12.99211039,77.55717639,"  Recommended (37), Combos (10), Masala Dosa (40)  ", Paneer Masala Dosa, Mysore Masala Dosa, Schezwan Paneer Cheese Dosa, Tawa Butter Pulav, Pizza Special Dosa, Vada Pav, Sweet Corn Masala Dosa, Pav [2 Pieces], Paneer Cheese Masala Dosa, Sweet Corn Cheese Masala Dosa, Chilli Cheese Dosa, Pav Bhaji Masala Dosa, Mushroom Cheese Masala Dosa, Cheese Masala Dosa with Paneer Corn Masala Dosa & 2 Vada Pav, Mushroom Tawa Butter Pulav, Pav Bhaji + Pepsi (250 ml), Mysore Masala Dosa + Pepsi (250 ml), Paneer Corn Cheese Masala Dosa, Schezwan Mysore Masala Dosa, Gobi Masala Dosa,85,125,105,150,40,95,40,125,115,115,95,110,255,125,125,115,135,95,95,115,113,"5,403"
154,https://www.zomato.com/bangalore/karnataka-bhel-house-basavanagudi/order,Karnataka Bhel House,4.3,200,Street Food, Ice Cream,,,,,,,https://www.zomato.com/bangalore/karnataka-bhel-house-basavanagudi/order,Basavanagudi,12.95934512,77.56727591, Match Day Special Combos (4) Soups (7),Boneless Chicken Sholey Kebab, Fish Fry, Mutton Pepper Dry, Andhra Veg Carrier Meals, Andhra Veg Mini Meals, Andhra Chicken Biryani, Pappu (250 Ml), Veg Thali, Non Veg Thali, Guntur Chicken Biryani, Andhra Chilli Chicken, Andhra Chicken Biriyani(Family Pack), Andhra Mutton Biryani, Vegetable Biryani, Chicken Kebab, Chicken Lollipop, Guntur Chicken, Andhra Mutton Biriyani Family Pack, Andhra Chilli Paneer, Amaravati Chicken Dry (Signature Dish),330,410,515,475,285,310,90,260,325,310,310,860,375,275,330,330,330,980,290,330,386,"3,754"
155,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,Hyderabad Biryani House,4,200,North Indian, Hyderabadi, Chinese, Biryani, Mughlai, Desserts, Beverages, Shake,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,Indiranagar,12.967422,77.636655,"  Recommended (25), Special Combo Offer (20), Starters (39)  ", Special Hyderabad Chicken Biryani Large, Chicken Biryani Family Pack, Special Hyderabad Mutton Biryani Large, Special Hyderabad Veg Biryani Large, Butter Naan (2 Nos) + Paneer Butter Masala (half), Chicken Biryani Regular(1 Piece With Half Rice), Kalmi Kabab, Tandoori Chicken, Butter Naan (2 Nos) + Butter Chicken Masala (2 Pcs), Chicken Biryani (Half) + Pepsi 250 Ml, Paneer Butter Masala, Keema Biryani Regular(Half Biryani), Shawarma (2 Nos) + Pepsi (250 Ml), Butter Kulcha (2 Nos) + Mushroom Masala (half), Curd Rice, Tandoori Chicken (half) + Pepsi (250 Ml), Chicken 65, Kadai Chicken, Mutton Biryani (Half) + Pepsi 250 Ml, Biryani Rice (half) + Chicken Sholay (4 Pcs) + Pepsi (250 Ml),649,360,240,199,199,230,300,219,220,250,210,199,189,160,309,300,299,240,229,229,261.5,"2,031"
157,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,Keventers - Milkshakes & Desserts,4.3,250,Shake, Beverages, Ice Cream,,,,,,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,Vasanth Nagar,12.994556,77.5936044,"  Recommended (21), Party Combos (Big Savings) (4), Hot Chocolate & Coffee (4)  ", Belgian Chocolate Blended Ice Cream Shake, Choco Chip Milkshake, Chocolate Oreo Milkshake, Vanilla Milkshake, Strawberry Special Thick Shake, Nutella Milkshake, Kit-Kat Milkshake, Bubblegum Milkshake, Peanut Butter Milkshake, Rose Falooda Sundae, Classic Strawberry Milkshake, Blueberry Cheesecake Ice Cream [100 ml], Butterscotch Milkshake, Hot Chocolate Classic, Belgian Chocolate Ice Cream [100 ml], Triple Chocolate Ice cream [100 ml], Unicorn Candy Sundae, Chikoo Ice Cream [450 ml]," Opera Chips Salt n Pepper""""""""", Alphonso Mango Ice Cream [450 ml],239,239,169,249,249,249,239,239,229,189,92.37,179,159,83.9,83.9,229,270.34,89.29,278.81,89,192.25,0
159,https://www.zomato.com/bangalore/pizza-house-1-rt-nagar-bangalore/order,Pizza House,4.1,250,Pizza, Fast Food, Burger,,,,,,https://www.zomato.com/bangalore/pizza-house-1-rt-nagar-bangalore/order,Rajajinagar,12.9885775,77.54810147,"  Recommended (8), Starters (1), Pizza (12)  ", Chicken Tikka Pizza, Veg Paradise Pizza, Chicken Italiano Pizza, Chicken Mexiceno Pizza, Crispy Chicken House Pizza, Paneer Tikka Delight Pizza, Corn Chicken Delight Pizza, Chicken Whopper Double Burger, Starters, Fish Broast, Pizza, Spicy Mexicano Pizza, Paneer Tikka Delight Pizza, Veg Paradise Pizza, Italian Fresh Mushroom Pizza, All Veggies Madness Pizza, Grilled Paneer Delight Pizza, Chicken Smokey House Pizza, Corn Chicken Delight Pizza, Chicken Tikka Pizza,135,199,199,185,170,160,120,110,160,170,135,185,170,170,135,160,170,199,199,185,165.8,"5,000"
161,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order,Anjappar,3.9,250,South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order,Rajajinagar,12.9974957,77.5474606,"  Recommended (8), Anjappar Spl Meals (6), Biriyani (14)  ", Chicken Biryani, Fried Chicken Biryani, Egg Fried Rice Combo, Seeraga Samba Mutton Biryani, Salna Parotta, Parotta, Mini Rasgulla [6 Pieces], Water Bottle, Anjappar Spl Meals, Carrier Veg Meals [Serves 2 - 3], Chettinad Chicken Curry Meals [Serves 2 - 3], Chettinad Fish Curry Meals [Serves 2 - 3], Chettinad Mutton Curry Meals [Serves 2 - 3], Single Carrier Non Veg Meals, Single Carrier Veg Meals, Biriyani, Chicken 65 Biryani, Chicken Biryani, Egg Biriyani (Non-Veg Rice), Fish Biryani,330,249,365,167,99,80,19.4,449,524,629,629,299,260,335,310,265,372,330,355,299,318.27,"8,591"
162,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-8th-block-bangalore/order,Ambur Biryani Point,3.8,250,Biryani, Fast Food,,,,,,,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-8th-block-bangalore/order,Kumaraswamy Layout,12.9168721,77.5688401,"  Recommended (2), Biryani (2), Starter (1)  ", Chicken Kebab, Kushka Rice, Biryani, Kushka Rice, Chicken Dum Biryani, Starter, Chicken Kebab],,,,,,,,,,,,,,80,80,140,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,"6,589"
164,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,Rotti Walla,3.9,250,North Indian, South Indian, Chinese, Mughlai, Biryani, Fast Food, Beverages, Desserts,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,Lavelle Road,12.97119147,77.59769274,"  Recommended (35), All Time Fav (12), Biryanis (6)", Chicken Biryani Combo (Served With 2 pcs Kebab, Raita And Gulab Jamun), Kerala Parotta (2 pcs) + Chicken Kebab (4 pcs) + Chicken Masala, Chapati (4 pcs) + Boneless Butter Chicken Combo, Mini Chicken Biryani, Chapati (4 pcs) Served with Egg Bhurji, Egg fried rice with Chilli Chicken Bowl, Chapati (4 pcs) + Paneer Butter Masala Combo, Butter Chicken, Chapati (4 pcs), Kadai Chicken, Oreo Milkshake, Gulab Jamun (3 pcs), Boneless Chicken Biryani, Chicken Kebab Fried Rice, Chicken Fried Rice, Classic Vanilla Ice cream (2 Scoops), Chapati (4 pcs) + Bhindi Sabji Combo, Chapati (4 pcs) + Chicken Masala Combo, Classic Chole Bhature (2 pcs),199,129,120,120,179,110,179,49,180,89,75,199,199,169,69,110,120,125,199,120,136.95,"1,666"
165,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-cunningham-road-bangalore/order,Great Indian Khichdi by EatFit,4,250,Healthy Food, North Indian, Ice Cream, Desserts, Beverages,,,,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-cunningham-road-bangalore/order,HBR Layout,13.0265797,77.62266554,"  Recommended (32), All-Time Favorites (11), Great Indian Flavours (14)  ", Simple Dal Khichdi, Dal Palak Khichdi, Classic Tamarind Rice, Garlic Tadka Khichdi, Simple Dal Palak Khichdi, Vegetable Khichdi, Classic Masala Dal Khichdi, Achari Khichdi, Classic Rajasthani Dal Papad Khichdi, Millet Curd Rice, Desi Spice Khichdi Box (Serves 1), 5 Grain Khichdi (High Fiber), Millet Khichdi, Dal Palak Khichdi & Marwadi Aloo, Mix Veggies Khichdi, Palak Corn Khichdi, Tender Coconut Water, Quinoa Khichdi, Idli-Sambhar with Coconut Chutney, Soya Masala Sabzi (Mini),259,179,219,169,169,209,199,229,159,239,229,179,269,209,209,69,189,169,56,99,185.35,"7,801"
167,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-langford-town-bangalore/order,NH1 Bowls - Highway To North,4.5,250,North Indian, Fast Food, Desserts, Beverages,,,,,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-langford-town-bangalore/order,Frazer Town,12.99346322,77.60852728,"  Recommended (19), Multi Bowl Combos FREE Pepsi & Choco Lava worth ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¹120 (3), Veg Rice Bowls Steamed Rice (10)  ", NH1 Chicken Tikka Masala Steamed Rice Bowl, Delhi-6 Rajma Steamed Rice Bowl, NH1 Chicken Tikka Masala MasalaRice Bowl, Amritsari Chole Masala Rice Bowl, Patiala Chicken Mughlai Masala Rice Bowl, Model Town Kadhai Chicken Masala Rice Bowl, Model Town Kadhai Chicken Steamed Rice Bowl, Patiala Chicken Mughlai Steamed Rice Bowl, Ludhiana Subz Lababdar Steamed Rice Bowl, Punjabi Dum Aloo Steamed Rice Bowl, Amritsari Chole Steamed Rice Bowl, Delhi 6 Rajma Masala Rice Bowl, Desi Ghee Moong Dal Halwa [100 gm], Choco Lava Delight Cake, Gulab Jamun Minis [100 gm], Chilled Pepsi [500 ml], Jalandhari Mushroom Masala Steamed Rice Bowl, Pind di Dal Makhani Steamed Rice Bowl, GT Road Paneer Mughlai Steamed Rice Bowl, Multi Bowl Combos [FREE Pepsi & Choco Lava worth ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¹120],199,259,199,259,259,259,259,229,219,199,199,99,99,99,60,249,209,249,399,599,230.05,"10,400"
169,https://www.zomato.com/bangalore/biryani-blues-church-street-bangalore/order,Biryani Blues,4.2,100,Biryani, Kebab, Hyderabadi,,,,,,https://www.zomato.com/bangalore/biryani-blues-church-street-bangalore/order,BTM,12.92637,77.609474,"  Recommended (19), Hyderabadi Dum Biryanis (16), Lucknowi Biryanis (2)  ", Hyderabadi Chicken Dum Biryani, Chicken Dum Biryani Boneless, Chicken Boneless Biryani (Chicken 65), Chicken Seekh Kebab, Potato 65 Biryani, Veg Biryani Snackers @ 99 Each (2 Nos), Paneer Biryani, Hyderabadi Veg Dum Biryani, Gulab Jamun (2 Pcs), Lucknowi Mutton Biryani (Boneless), Keema Biryani, Lucknowi Chicken Biryani (Boneless), Egg Biryani, Veg Biryani Combo (Save upto Rs.70/-), Paneer 65, Chicken Dum Biryani Handi Boneless, Paneer Biryani Handi, Paneer 65 Biryani Handi, Keema Biryani Handi, Hyderabadi Dum Biryanis,359,379,239,289,198,359,269,69,449,389,359,319,388,219,579,529,599,749,199,389,366.4,"1,583"
171,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order,Texas Burgers,4.1,100,Burger,,,,,,,,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order,Thippasandra,12.9728124,77.6480545, Biryani (13) Starters (51),Chicken Biriyani (Family Pack), Special Chicken Dum Biriyani, Chicken Ghee Roast Biryani, Boneless Chicken Biriyani, Mutton Dum Biriyani (Hyderabadi), Prawns Biriyani, Tandoori Chicken, Paneer Biriyani, Fish Biriyani, Egg Biriyani, Mughlai Chicken Biriyani, Mutton Dum Biriyani, Veg Biriyani, Boneless Guntur Chicken Dry, Paneer Chilli Dry, Boneless Chicken Guntur Curry, Mushroom Manchurian Dry, Boneless Butter Chicken, Apollo Fish, Guntur Chicken Dry,610,270,285,300,300,300,220,230,300,220,285,300,220,230,180,230,175,230,230,220,266.75,"2,551"
172,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,D-Zaprino,3.8,100,Fast Food, Street Food, Biryani, Desserts, Beverages,,,,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,Rajajinagar,13.00196196,77.55835857,Couple Combos (5) Complete Shawarma Meal Combo (12) Shawarma (7),Couple Combos, JS, Malgoum, JFT, Pulpy Combo, Just Chicken, Wholemeat, JFT, Pulpy Combo, Plate, Just Chicken, JFT, Pulpy Combo, Plate, Wholemeat, JFT, Pulpy Combo, Wholemeat, Malgoum, JFT,557,484,453,448,526,413,367,298,241,390,252,321,367,321,367,367,287,166,108,120,342.65,377
173,https://www.zomato.com/bangalore/99-varieties-dosa-pav-bhaji-btm-bangalore/order,99 Varieties Dosa & Pav Bhaji,3.7,100,South Indian,,,,,,,,https://www.zomato.com/bangalore/99-varieties-dosa-pav-bhaji-btm-bangalore/order,Rajajinagar,12.99155566,77.56373104,"  Recommended (27), Masala Dosa (40), Sada Dosa (4)  ", Paneer Masala Dosa, Mysore Masala Dosa, Schezwan Paneer Cheese Dosa, Pav Bhaji Masala Dosa, Pizza Special Dosa, Chinese Masala Dosa, Sweet Corn Masala Dosa, Sweet Corn Cheese Masala Dosa, Mushroom Masala Dosa, Plain Dosa, Gobi Masala Dosa, Cheese Pav Bhaji Masala Dosa, Mushroom Cheese Masala Dosa, Green Peas Cheese Masala Dosa, Chilli Cheese Dosa, Schezwan Cheese Green Peas Masala Dosa, Palak Cheese Masala Dosa, Pav [2 Pieces], Schezwan Paneer Mysore Masala Dosa, All Mixed Veg Dosa,85,125,95,150,95,95,115,90,60,95,115,110,115,115,125,125,40,125,125,115,105.75,"2,865"
174,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order,Ande Ka Funda,3.7,100,North Indian, Rolls, Chinese,,,,,,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order,Jayanagar,12.92871039,77.58697338,"  Recommended (30), Combos, Meals and Thali (19), Starters (19)  ", Chicken Egg Roll, Chicken Noodles, Double Egg Double Chicken Roll, Bread Omelette, Chicken Fried Rice, Gobi Chilli, Garlic Chicken, Pepper Chicken, Egg Roll, Chicken Mughlai Paratha, 1 Special Chicken Mughlai Paratha with Chicken Manchurian, Veg Paneer Roll, Paneer Fried Rice, Egg Chilli, Egg Fried Rice, 2 Onion Paratha with Egg Chilli, 4 Roti with Egg Curry, Omelette, Chicken Manchurian, Chicken 65,95,110,60,95,70,109,109,50,99,190,90,85,75,75,140,130,25,109,109,105,96.5,"13,000"
176,https://www.zomato.com/bangalore/just-cakes-koramangala-7th-block-bangalore/order,Just Cakes,3.7,100,Bakery, Desserts,,,,,,,https://www.zomato.com/bangalore/just-cakes-koramangala-7th-block-bangalore/order,Koramangala,12.92858262,77.60930814,"Recommended (3), Pastries (6), Desserts (2)", Mocha Cake, Kiwi Cake, Black Forest Pastry, Pastries, Pineapple Pastry, Black Forest Pastry, Red Velvet Pastry, Choco Chip Pastry, Death by Chocolate Pastry, Irish Coffee Pastry, Desserts, Brownie, Lava, Cakes, Irish Coffee Cake, Black Forest Cake, White Forest Cake, Kiwi Cake, Fresh Pineapple Cake, Satin Strawberry Cake,400,370,60,60,60,70,70,70,70,80,70,420,370,370,370,370,380,380,400,425,243.25,"1,338"
177,https://www.zomato.com/bangalore/calicut-cafe-restaurant-btm-bangalore/order,Calicut Cafe Restaurant,3.4,100,Kerala, South Indian, Biryani, Chinese, Juices, Beverages, Shake, Sichuan,https://www.zomato.com/bangalore/calicut-cafe-restaurant-btm-bangalore/order,Jeevan Bhima Nagar,12.9686046,77.6489186,"  Recommended (19), Main Course (1), Starters (1)  ", Pothu Dum Biryani, Chicken Kabab Biryani, Pothu Dry Fry, Egg Fried Rice, Egg Noodles, Ghee Rice, Palada Payasam, Pineapple Juice, Chicken Schezwan Fried Rice, Oreo Milkshake, Watermelon Juice, Lemon Juice, Gobi Fried Rice, Mint Lemon Juice, Ginger Lemon Juice, Gobi Noodles, Egg Omelette, Diry Milkshake, Paneer Fried Rice, Main Course,260,240,193,195,165,125,80,215,120,85,70,195,65,70,195,50,165,198,25,240,147.55,176
178,https://www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,The Biryani Life,3.4,100,Biryani, Kebab, Hyderabadi, Lucknowi,,,,,https://www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,Vijay Nagar,12.96488815,77.53893569,"  Recommended (10), Newly launched (4), Hyderabadi Biryani with Raita (Serves 1) (4)  ", Lucknowi Chicken Dum Biryani (Boneless) (Serves 1), Hyderabadi Dum Chicken Biryani (Boneless) (Serves 1), Lucknowi Reshmi Chicken Tikka Biryani., Hyderabadi Dum Veg Biryani (Serves 1), SWIG Green Apple, Mango Cheesecake, Lucknowi Veg Dum Biryani (Serves 1), Lucknowi Mutton Dum Biryani (Boneless) (Serves 1), Chicken Dum Biryani Feast (Lucknowi), Wheat Paratha (3 pcs), Newly launched, Lucknowi Reshmi Chicken Tikka Biryani., Lucknowi Dahi kebab biryani, Lucknowi Meatball biryani, Lucknowi Butter chicken biryani, Hyderabadi Biryani with Raita (Serves 1), Hyderabadi Dum Chicken Biryani (Boneless) (Serves 1), Hyderabadi Dum Mutton Biryani (Boneless) (Serves 1), Hyderabadi Dum Veg Biryani (Serves 1), Hyderabadi Dum Paneer Biryani (Serves 1),299,325,229,59,179,229,325,725,115,325,299,325,325,299,299,229,269,269,325,229,283.9,"5,602"
179,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,XO Belgian Waffle,4.3,100,Desserts, Beverages, Waffle, Shake,,,,,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,Koramangala,12.9343384,77.61602573, Khatti Meethi Combos (6) Kachori & Samosas (4),Pav Bhaji, Dahi Samosa Chaat, Dahi Puri, Dahi Kachori Chaat, Vada Pav, Samosa Pav, Samosa Masala, Papdi Chaat, Khatti Meethi Combos, Masala Puri + Bhel Puri, Masala Puri + Kachori, Masala Puri + Samosa, Pani Puri+ Masala Puri, Pav Bhaji + Jamoon Meal Combo, Vada Pav + Samosa, Kachori & Samosas, Kachori (2 Pcs), Kachori Party Box (4 Pcs), Samosa (2 Pcs), Samosa Party Box (4 Pcs),159,119,119,119,69,69,119,119,179,139,139,179,189,99,89,149,89,149,99,119,125.5,194
181,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order,Shanthi Sagar,4.1,250,South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order,Cunningham Road,12.986283,77.594839,"  Recommended (6), Accompaniments (15), Desserts and Beverages (14)  ", Green Salad, Masala Papad, Pineapple Raita, Cold Badam Milkshake, Pista Thick Shake, Mango Milkshake, Accompaniments, Papad, Masala Papad, Cucumber Salad, Tomato Salad, Green Salad, Mint Pineapple Salad, Tomato Raita, Punjabi Raita, Aloo Raita, Onion Raita, Kashmiri Raita, Boondi Raita, Pineapple Raita,60,80,95,100,95,45,60,60,60,70,70,65,65,65,65,65,80,80,35,80,69.75,509
